,stature,weightkg,t_shirt_size
2815,1681,669,2
2816,1808,722,1
2817,1650,699,2
2818,1674,889,2
2819,1604,705,2
2820,1672,665,2
2821,1766,783,2
2822,1865,972,3
2823,1806,835,3
2824,1740,816,3
2825,1713,816,3
2826,1740,685,1
2827,1740,850,2
2828,1776,723,1
2829,1852,935,3
2830,1853,722,1
2831,1916,1113,3
2832,1842,1135,4
2833,1753,787,2
2834,1764,671,2
2835,1807,949,3
2836,1810,909,3
2837,1643,604,1
2838,1764,824,2
2839,1773,885,2
2840,1777,780,2
2841,1714,717,1
2842,1790,773,2
2843,1867,807,2
2844,1697,776,2
2845,1796,939,3
2846,1834,965,3
2847,1727,814,2
2848,1819,943,3
2849,1788,831,2
2850,1747,821,2
2851,1742,922,2
2852,1797,1039,4
2853,1783,764,2
2854,1724,661,1
2855,1867,972,3
2856,1680,615,1
2857,1754,727,2
2858,1624,657,2
2859,1629,686,2
2860,1794,691,1
2861,1588,730,2
2862,1738,738,1
2863,1806,864,2
2864,1798,781,2
2865,1625,787,3
2866,1708,1058,4
2867,1679,861,2
2868,1750,839,2
2869,1796,954,3
2870,1843,752,2
2871,1742,845,3
2872,1667,771,2
2873,1689,723,2
2874,1843,807,2
2875,1891,977,3
2876,1925,1008,3
2877,1717,1059,3
2878,1799,954,3
2879,1695,956,4
2880,1773,1205,5
2881,1806,876,3
2882,1725,941,4
2883,1676,838,3
2884,1716,860,3
2885,1819,1002,3
2886,1739,798,2
2887,1778,813,2
2888,1919,1312,5
2889,1728,937,3
2890,1669,763,2
2891,1697,626,1
2892,1773,887,3
2893,1764,710,2
2894,1716,887,3
2895,1802,817,2
2896,1707,782,2
2897,1806,841,2
2898,1712,549,1
2899,1870,1092,4
2900,1772,663,1
2901,1805,1072,4
2902,1820,1147,4
2903,1579,546,1
2904,1678,859,4
2905,1858,976,3
2906,1773,870,2
2907,1821,697,1
2908,1846,942,3
2909,1737,620,1
2910,1737,940,3
2911,1693,735,2
2912,1782,809,2
2913,1759,1045,4
2914,1732,1069,4
2915,1707,826,3
2916,1751,713,2
2917,1763,907,2
2918,1804,876,2
2919,1742,1128,4
2920,1823,1063,4
2921,1807,673,1
2922,1775,893,4
2923,1797,784,2
2924,1731,717,2
2925,1744,776,2
2926,1673,749,2
2927,1648,694,1
2928,1868,801,2
2929,1773,778,2
2930,1923,924,2
2931,1779,885,3
2932,1811,757,2
2933,1715,938,3
2934,1747,924,4
2935,1744,888,3
2936,1783,661,2
2937,1764,910,3
2938,1701,809,3
2939,1724,621,2
2940,1765,796,2
2941,1630,636,1
2942,1713,608,1
2943,1838,1210,4
2944,1704,855,3
2945,1772,744,2
2946,1846,1114,5
2947,1805,913,3
2948,1805,1074,3
2949,1680,713,2
2950,1839,902,2
2951,1723,829,2
2952,1800,869,2
2953,1861,866,2
2954,1724,772,3
2955,1812,801,2
2956,1664,725,2
2957,1706,667,1
2958,1687,680,2
2959,1858,1079,3
2960,1629,745,3
2961,1856,792,2
2962,1757,1052,3
2963,1750,663,1
2964,1735,905,3
2965,1739,587,1
2966,1634,687,2
2967,1772,1090,4
2968,1600,576,1
2969,1657,922,3
2970,1898,815,2
2971,1830,912,2
2972,1712,850,3
2973,1693,920,3
2974,1910,1442,5
2975,1817,739,2
2976,1790,1062,4
2977,1789,1049,4
2978,1728,660,2
2979,1684,622,2
2980,1861,1022,3
2981,1763,697,1
2982,1952,939,2
2983,1750,793,2
2984,1763,899,3
2985,1854,727,1
2986,1669,690,1
2987,1858,1140,4
2988,1786,995,3
2989,1712,887,3
2990,1752,894,3
2991,1653,842,3
2992,1687,804,2
2993,1689,760,2
2994,1674,913,3
2995,1819,673,1
2996,1788,857,2
2997,1679,688,1
2998,1763,885,3
2999,1733,708,1
3000,1703,743,2
3001,1814,985,3
3002,1825,902,3
3003,1815,852,2
3004,1778,851,2
3005,1744,685,2
3006,1781,1065,4
3007,1716,1044,4
3008,1766,968,3
3009,1736,902,3
3010,1810,938,3
3011,1839,928,3
3012,1668,873,3
3013,1784,769,2
3014,1757,892,3
3015,1777,963,4
3016,1749,947,3
3017,1842,665,2
3018,1782,754,2
3019,1734,935,3
3020,1897,950,3
3021,1650,822,3
3022,1760,1052,3
3023,1837,747,2
3024,1718,845,2
3025,1654,843,3
3026,1834,925,3
3027,1810,926,3
3028,1722,750,2
3029,1646,733,2
3030,1728,815,3
3031,1761,875,3
3032,1780,770,2
3033,1719,869,3
3034,1830,850,2
3035,1751,962,4
3036,1758,811,2
3037,1681,857,3
3038,1805,879,2
3039,1766,882,3
3040,1740,712,2
3041,1768,832,2
3042,1703,742,2
3043,1845,833,2
3044,1853,1151,4
3045,1756,792,3
3046,1858,862,2
3047,1763,753,2
3048,1758,823,2
3049,1768,837,2
3050,1801,932,3
3051,1761,879,2
3052,1756,819,3
3053,1830,1061,4
3054,1726,733,2
3055,1718,818,2
3056,1717,907,3
3057,1811,875,3
3058,1780,902,3
3059,1664,663,2
3060,1751,740,2
3061,1972,1093,3
3062,1699,661,1
3063,1819,993,3
3064,1665,766,2
3065,1567,619,2
3066,1686,792,3
3067,1771,984,3
3068,1800,774,2
3069,1783,879,4
3070,1756,928,3
3071,1722,803,2
3072,1761,884,3
3073,1850,836,2
3074,1816,810,2
3075,1772,936,3
3076,1735,619,1
3077,1705,772,2
3078,1803,908,3
3079,1750,661,2
3080,1777,1090,4
3081,1759,957,3
3082,1787,877,3
3083,1766,991,3
3084,1762,603,1
3085,1688,791,2
3086,1850,791,2
3087,1764,771,2
3088,1798,927,2
3089,1678,801,2
3090,1738,969,4
3091,1739,775,2
3092,1577,564,1
3093,1707,728,2
3094,1863,1033,3
3095,1820,710,2
3096,1816,948,3
3097,1856,1020,3
3098,1806,935,2
3099,1934,1007,3
3100,1774,688,1
3101,1800,941,3
3102,1673,690,2
3103,1944,1126,3
3104,1841,935,3
3105,1761,932,3
3106,1872,979,3
3107,1726,917,4
3108,1764,850,3
3109,1670,542,1
3110,1765,948,3
3111,1720,858,3
3112,1718,913,3
3113,1784,834,2
3114,1651,891,3
3115,1808,988,3
3116,1740,801,2
3117,1710,940,3
3118,1804,1002,4
3119,1719,898,3
3120,1794,645,1
3121,1736,623,1
3122,1616,769,2
3123,1744,627,1
3124,1816,855,2
3125,1749,855,3
3126,1749,881,3
3127,1668,765,3
3128,1575,628,2
3129,1708,756,2
3130,1645,813,2
3131,1825,956,3
3132,1800,765,2
3133,1810,823,2
3134,1718,825,2
3135,1808,1100,3
3136,1814,773,2
3137,1649,807,3
3138,1857,1099,4
3139,1765,1059,4
3140,1748,1044,3
3141,1730,846,3
3142,1870,1223,5
3143,1870,1000,3
3144,1780,835,2
3145,1761,690,2
3146,1793,1002,3
3147,1781,941,2
3148,1705,834,3
3149,1761,1145,4
3150,1836,833,2
3151,1639,945,4
3152,1809,868,3
3153,1738,938,3
3154,1751,966,4
3155,1741,1008,3
3156,1707,921,3
3157,1736,1023,3
3158,1649,949,4
3159,1767,950,3
3160,1831,1135,4
3161,1621,735,3
3162,1747,748,2
3163,1728,765,2
3164,1801,842,2
3165,1814,886,2
3166,1870,726,2
3167,1861,829,2
3168,1806,828,2
3169,1794,917,3
3170,1805,1064,4
3171,1843,804,2
3172,1993,947,2
3173,1847,951,3
3174,1694,714,2
3175,1673,578,1
3176,1874,803,2
3177,1736,775,3
3178,1789,938,3
3179,1672,962,4
3180,1721,822,2
3181,1864,880,3
3182,1840,955,3
3183,1774,596,1
3184,1664,794,2
3185,1781,682,1
3186,1778,863,2
3187,1760,801,2
3188,1730,723,2
3189,1890,1023,3
3190,1926,1010,2
3191,1795,830,3
3192,1730,784,2
3193,1785,1069,3
3194,1805,809,2
3195,1638,794,2
3196,1789,606,1
3197,1685,654,1
3198,1693,748,2
3199,1700,682,2
3200,1738,833,2
3201,1862,1025,4
3202,1696,828,2
3203,1798,891,2
3204,1768,949,3
3205,1629,702,2
3206,1866,1223,5
3207,1894,954,3
3208,1648,727,2
3209,1788,1008,4
3210,1808,880,3
3211,1847,1103,4
3212,1676,700,1
3213,1774,861,3
3214,1660,786,2
3215,1760,792,2
3216,1757,785,2
3217,1698,533,1
3218,1761,677,1
3219,1678,843,3
3220,1796,908,3
3221,1641,757,2
3222,1857,629,1
3223,1708,551,1
3224,1816,962,3
3225,1680,751,2
3226,1758,939,3
3227,1898,1055,3
3228,1733,633,1
3229,1680,704,2
3230,1906,1239,4
3231,1834,714,2
3232,1667,859,3
3233,1826,932,3
3234,1803,802,2
3235,1740,845,3
3236,1777,687,2
3237,1678,823,3
3238,1726,924,3
3239,1689,804,2
3240,1852,816,2
3241,1864,871,3
3242,1790,797,2
3243,1845,991,3
3244,1817,829,2
3245,1951,1105,4
3246,1751,1038,4
3247,1717,781,3
3248,1711,718,2
3249,1678,879,4
3250,1738,799,2
3251,1783,809,2
3252,1695,890,3
3253,1726,721,2
3254,1651,910,3
3255,1690,789,2
3256,1790,879,3
3257,1744,893,3
3258,1765,889,3
3259,1849,1007,3
3260,1790,1074,4
3261,1672,775,2
3262,1740,779,2
3263,1751,670,2
3264,1670,516,1
3265,1768,887,2
3266,1664,644,2
3267,1855,949,3
3268,1675,710,2
3269,1693,748,2
3270,1807,808,2
3271,1790,741,2
3272,1711,611,1
3273,1678,658,2
3274,1741,824,2
3275,1766,753,2
3276,1804,856,2
3277,1773,939,3
3278,1643,762,2
3279,1718,725,2
3280,1680,700,1
3281,1726,786,2
3282,1671,994,4
3283,1831,939,3
3284,1730,652,1
3285,1809,849,2
3286,1726,809,2
3287,1690,955,3
3288,1808,838,2
3289,1828,914,2
3290,1765,1084,4
3291,1818,921,3
3292,1787,1043,4
3293,1805,629,2
3294,1727,800,2
3295,1748,869,3
3296,1873,948,3
3297,1695,672,1
3298,1761,741,2
3299,1797,1012,4
3300,1730,856,2
3301,1690,788,3
3302,1783,1002,4
3303,1829,689,2
3304,1822,877,3
3305,1744,857,3
3306,1803,900,3
3307,1765,958,3
3308,1688,753,3
3309,1662,818,2
3310,1663,597,1
3311,1663,730,2
3312,1721,806,2
3313,1770,760,2
3314,1725,668,1
3315,1788,965,3
3316,1893,794,2
3317,1794,705,2
3318,1763,1076,4
3319,1831,957,3
3320,1640,958,3
3321,1687,983,4
3322,1827,675,1
3323,1798,798,2
3324,1708,912,3
3325,1753,876,2
3326,1793,783,2
3327,1858,849,2
3328,1677,603,1
3329,1744,887,2
3330,1805,947,2
3331,1623,708,2
3332,1754,860,2
3333,1743,743,2
3334,1718,946,3
3335,1697,889,3
3336,1881,956,2
3337,1755,602,1
3338,1738,1153,5
3339,1786,947,3
3340,1714,720,2
3341,1703,752,2
3342,1650,669,1
3343,1839,1062,3
3344,1652,1088,4
3345,1726,710,2
3346,1738,997,4
3347,1740,916,3
3348,1647,947,4
3349,1702,761,2
3350,1637,950,4
3351,1657,773,2
3352,1775,846,2
3353,1777,917,3
3354,1774,1008,4
3355,1706,821,3
3356,1788,747,2
3357,1886,1107,3
3358,1683,774,2
3359,1900,1271,5
3360,1786,842,3
3361,1712,792,2
3362,1760,848,3
3363,1711,832,3
3364,1720,880,3
3365,1798,887,3
3366,1730,1067,4
3367,1740,908,3
3368,1755,699,2
3369,1837,1009,4
3370,1726,813,3
3371,1790,967,3
3372,1731,724,2
3373,1663,656,1
3374,1818,1054,3
3375,1777,958,3
3376,1786,1135,4
3377,1799,886,3
3378,1855,834,3
3379,1726,834,2
3380,1708,862,2
3381,1748,738,2
3382,1757,760,2
3383,1800,778,2
3384,1749,931,3
3385,1706,695,2
3386,1980,1017,2
3387,1747,815,2
3388,1816,1006,3
3389,1719,606,1
3390,1790,778,2
3391,1688,650,2
3392,1762,1126,4
3393,1694,907,3
3394,1764,815,2
3395,1727,673,1
3396,1840,727,2
3397,1735,829,2
3398,1758,936,3
3399,1802,932,3
3400,1802,879,2
3401,1800,951,3
3402,1769,756,2
3403,1897,780,2
3404,1690,926,3
3405,1786,1302,5
3406,1907,821,2
3407,1779,1098,4
3408,1861,956,3
3409,1685,633,1
3410,1797,971,3
3411,1687,760,2
3412,1805,926,3
3413,1755,1084,4
3414,1702,562,1
3415,1746,874,2
3416,1670,633,2
3417,1624,826,3
3418,1751,1033,4
3419,1770,772,2
3420,1722,880,3
3421,1681,1050,4
3422,1779,982,3
3423,1930,689,1
3424,1796,853,2
3425,1658,984,5
3426,1582,681,2
3427,1807,1129,4
3428,1929,939,2
3429,1743,994,3
3430,1714,1054,5
3431,1697,664,2
3432,1727,753,3
3433,1709,1095,4
3434,1751,679,1
3435,1719,757,1
3436,1817,996,3
3437,1927,981,2
3438,1851,1116,4
3439,1808,729,2
3440,1663,983,4
3441,1834,865,2
3442,1815,1239,5
3443,1700,631,1
3444,1808,965,3
3445,1722,778,2
3446,1679,682,2
3447,1775,876,2
3448,1826,1028,4
3449,1767,935,3
3450,1685,784,2
3451,1735,914,3
3452,1668,875,2
3453,1678,637,1
3454,1808,939,3
3455,1846,729,2
3456,1771,841,2
3457,1774,877,3
3458,1748,965,3
3459,1789,991,3
3460,1825,1001,3
3461,1698,872,2
3462,1850,1131,4
3463,1766,744,2
3464,1638,647,1
3465,1818,1019,4
3466,1664,681,2
3467,1902,892,3
3468,1722,824,2
3469,1833,793,2
3470,1847,1166,4
3471,1690,948,4
3472,1934,1132,4
3473,1807,1093,4
3474,1651,688,2
3475,1768,1052,4
3476,1812,768,2
3477,1743,927,3
3478,1715,820,2
3479,1681,877,3
3480,1847,825,2
3481,1684,762,2
3482,1865,894,2
3483,1732,791,2
3484,1655,677,2
3485,1759,850,2
3486,1764,750,2
3487,1740,780,2
3488,1766,752,2
3489,1656,706,2
3490,1681,596,1
3491,1658,861,2
3492,1588,552,1
3493,1754,723,2
3494,1788,907,3
3495,1806,690,1
3496,1697,959,4
3497,1770,690,1
3498,1796,840,2
3499,1815,792,2
3500,1756,706,2
3501,1701,791,2
3502,1751,887,3
3503,1801,871,2
3504,1737,874,2
3505,1785,812,2
3506,1771,875,3
3507,1771,772,2
3508,1580,654,2
3509,1685,872,3
3510,1675,700,2
3511,1675,785,2
3512,1690,870,3
3513,1593,700,2
3514,1737,824,2
3515,1693,813,3
3516,1706,873,3
3517,1888,787,2
3518,1706,748,2
3519,1841,793,2
3520,1906,942,3
3521,1866,867,2
3522,1788,889,3
3523,1887,970,3
3524,1687,938,3
3525,1724,1046,4
3526,1710,768,2
3527,1763,1104,4
3528,1722,991,3
3529,1722,837,3
3530,1659,687,2
3531,1741,885,3
3532,1710,869,3
3533,1774,1034,4
3534,1730,792,2
3535,1798,651,2
3536,1738,831,3
3537,1781,999,4
3538,1623,968,4
3539,1725,847,2
3540,1756,737,2
3541,1800,849,3
3542,1778,985,3
3543,1674,774,2
3544,1774,855,2
3545,1705,1111,5
3546,1749,829,3
3547,1821,966,3
3548,1691,665,2
3549,1686,868,3
3550,1823,934,3
3551,1771,1123,5
3552,1750,954,3
3553,1687,776,2
3554,1642,727,2
3555,1734,915,3
3556,1757,1076,4
3557,1784,1027,3
3558,1685,798,3
3559,1742,839,2
3560,1788,888,2
3561,1694,891,4
3562,1873,998,3
3563,1843,1161,4
3564,1635,767,2
3565,1833,1179,4
3566,1919,1086,3
3567,1779,1329,5
3568,1825,952,3
3569,1734,878,3
3570,1663,822,2
3571,1718,870,3
3572,1814,954,3
3573,1760,835,3
3574,1631,672,2
3575,1740,938,3
3576,1749,913,3
3577,1757,947,3
3578,1870,964,3
3579,1754,720,2
3580,1700,666,1
3581,1683,700,2
3582,1717,767,2
3583,1820,785,2
3584,1705,1209,5
3585,1844,1100,4
3586,1727,781,2
3587,1697,761,2
3588,1695,723,2
3589,1781,820,2
3590,1784,798,3
3591,1719,779,2
3592,1757,798,2
3593,1744,680,2
3594,1787,1096,5
3595,1733,858,3
3596,1698,829,3
3597,1874,1162,4
3598,1774,774,2
3599,1823,989,3
3600,1753,844,3
3601,1793,851,3
3602,1679,731,2
3603,1682,776,2
3604,1761,754,2
3605,1717,963,3
3606,1755,863,2
3607,1681,928,4
3608,1800,836,3
3609,1862,1369,5
3610,1706,861,3
3611,1788,786,2
3612,1712,1055,4
3613,1663,693,2
3614,1675,683,1
3615,1707,587,1
3616,1635,712,2
3617,1694,746,2
3618,1740,995,4
3619,1680,847,3
3620,1885,1285,5
3621,1698,830,3
3622,1848,881,2
3623,1697,897,3
3624,1814,862,3
3625,1819,979,3
3626,1728,868,2
3627,1723,693,2
3628,1808,888,3
3629,1786,758,2
3630,1696,703,1
3631,1747,743,2
3632,1775,926,2
3633,1802,903,3
3634,1891,908,3
3635,1665,563,1
3636,1800,1336,5
3637,1793,879,2
3638,1701,839,2
3639,1808,769,2
3640,1765,807,2
3641,1874,1121,5
3642,1686,676,2
3643,1676,1004,4
3644,1689,781,3
3645,1711,709,2
3646,1887,790,1
3647,1725,688,1
3648,1762,748,2
3649,1689,746,2
3650,1735,945,3
3651,1708,797,2
3652,1780,877,3
3653,1783,799,3
3654,1778,900,3
3655,1814,943,3
3656,1675,933,4
3657,1733,878,3
3658,1605,572,1
3659,1738,1079,4
3660,1711,791,2
3661,1665,780,3
3662,1812,912,3
3663,1823,1166,4
3664,1801,1107,4
3665,1750,963,3
3666,1686,952,4
3667,1802,1055,4
3668,1820,982,3
3669,1757,965,3
3670,1780,959,4
3671,1780,767,2
3672,1682,845,3
3673,1711,957,4
3674,1679,809,3
3675,1674,840,3
3676,1755,843,2
3677,1706,842,3
3678,1850,870,2
3679,1676,649,2
3680,1908,944,3
3681,1825,926,3
3682,1799,973,4
3683,1810,810,2
3684,1792,802,2
3685,1722,667,1
3686,1713,840,2
3687,1775,923,3
3688,1861,887,3
3689,1660,790,2
3690,1754,1102,4
3691,1762,829,2
3692,1724,883,3
3693,1627,826,4
3694,1731,1074,3
3695,1862,750,2
3696,1834,1004,4
3697,1881,1264,5
3698,1770,957,3
3699,1675,894,3
3700,1721,849,3
3701,1673,930,3
3702,1909,1193,4
3703,1750,1042,3
3704,1780,907,3
3705,1840,682,1
3706,1873,902,3
3707,1780,1189,5
3708,1768,922,4
3709,1821,1010,3
3710,1698,796,3
3711,1690,1049,4
3712,1773,994,3
3713,1744,859,3
3714,1733,729,2
3715,1813,696,1
3716,1834,1038,4
3717,1864,944,2
3718,1885,1375,5
3719,1807,853,3
3720,1800,843,2
3721,1725,660,1
3722,1748,937,3
3723,1763,941,3
3724,1728,770,2
3725,1708,937,4
3726,1657,673,1
3727,1740,830,2
3728,1686,783,2
3729,1621,900,3
3730,1623,673,1
3731,1629,790,2
3732,1707,1015,4
3733,1717,574,1
3734,1767,765,2
3735,1847,919,3
3736,1790,797,2
3737,1697,731,2
3738,1758,1065,4
3739,1643,675,2
3740,1753,778,2
3741,1759,739,2
3742,1748,779,2
3743,1834,1207,5
3744,1712,719,2
3745,1787,871,3
3746,1645,1034,4
3747,1755,812,2
3748,1765,807,2
3749,1717,664,1
3750,1749,1002,4
3751,1758,789,2
3752,1604,836,3
3753,1746,755,1
3754,1709,885,3
3755,1656,835,3
3756,1684,1013,4
3757,1781,713,1
3758,1750,776,2
3759,1737,902,3
3760,1891,794,2
3761,1788,842,2
3762,1718,932,3
3763,1640,667,2
3764,1836,1043,4
3765,1604,736,2
3766,1707,809,2
3767,1681,830,3
3768,1840,802,2
3769,1711,606,1
3770,1807,801,2
3771,1739,668,2
3772,1703,811,3
3773,1770,591,1
3774,1747,924,3
3775,1848,938,4
3776,1788,735,2
3777,1814,885,3
3778,1754,855,2
3779,1684,839,2
3780,1764,678,2
3781,1729,811,2
3782,1746,930,3
3783,1688,846,3
3784,1729,729,2
3785,1835,588,1
3786,1739,941,4
3787,1782,1003,3
3788,1745,817,3
3789,1749,804,2
3790,1720,730,2
3791,1735,804,2
3792,1750,849,2
3793,1772,1025,4
3794,1832,864,2
3795,1850,1094,4
3796,1664,882,3
3797,1675,936,4
3798,1807,920,3
3799,1765,862,3
3800,1792,861,2
3801,1795,977,4
3802,1753,707,1
3803,1816,969,3
3804,1600,718,2
3805,1655,699,2
3806,1608,711,2
3807,1753,939,3
3808,1704,859,3
3809,1887,892,2
3810,1784,744,2
3811,1778,632,1
3812,1877,913,2
3813,1734,716,2
3814,1808,899,2
3815,1815,859,2
3816,1793,826,2
3817,1758,911,2
3818,1772,967,3
3819,1694,789,2
3820,1661,733,2
3821,1730,901,2
3822,1653,693,1
3823,1753,817,3
3824,1740,846,3
3825,1711,752,2
3826,1758,944,3
3827,1761,693,2
3828,1725,872,3
3829,1702,749,2
3830,1775,899,3
3831,1670,862,3
3832,1768,825,2
3833,1687,803,2
3834,1700,740,2
3835,1749,966,4
3836,1710,879,3
3837,1924,757,2
3838,1729,882,3
3839,1713,733,2
3840,1737,730,2
3841,1741,1142,4
3842,1635,780,3
3843,1744,1019,4
3844,1745,1095,4
3845,1744,687,1
3846,1733,997,4
3847,1786,1021,4
3848,1797,950,4
3849,1824,838,2
3850,1648,970,4
3851,1627,697,2
3852,1793,1012,4
3853,1703,625,1
3854,1810,1051,3
3855,1868,898,2
3856,1698,914,3
3857,1720,805,2
3858,1752,770,2
3859,1682,980,3
3860,1853,1020,3
3861,1777,783,2
3862,1728,801,2
3863,1726,912,3
3864,1651,787,3
3865,1674,607,1
3866,1753,798,2
3867,1721,1011,3
3868,1783,890,2
3869,1732,690,2
3870,1787,684,2
3871,1766,1085,4
3872,1723,655,1
3873,1757,797,2
3874,1700,845,2
3875,1750,578,1
3876,1637,962,3
3877,1773,921,3
3878,1702,1093,5
3879,1798,890,3
3880,1796,873,2
3881,1717,768,2
3882,1718,819,2
3883,1839,821,2
3884,1619,691,2
3885,1790,913,3
3886,1893,882,2
3887,1807,861,2
3888,1746,1083,4
3889,1760,718,2
3890,1823,1069,4
3891,1673,883,3
3892,1724,862,3
3893,1757,1047,4
3894,1649,682,2
3895,1718,877,3
3896,1789,776,2
3897,1669,753,2
3898,1732,924,3
3899,1846,767,2
3900,1737,839,2
3901,1706,868,3
3902,1865,1108,4
3903,1858,762,2
3904,1800,968,3
3905,1640,711,2
3906,1761,1010,4
3907,1809,1012,4
3908,1675,870,3
3909,1777,979,3
3910,1818,1038,4
3911,1770,891,3
3912,1668,746,2
3913,1740,840,2
3914,1790,750,2
3915,1708,1106,5
3916,1684,727,2
3917,1828,882,2
3918,1682,663,2
3919,1805,852,3
3920,1666,734,2
3921,1727,687,2
3922,1828,925,3
3923,1683,762,2
3924,1709,804,2
3925,1696,921,3
3926,1790,914,2
3927,1795,796,2
3928,1736,746,2
3929,1778,726,2
3930,1771,687,1
3931,1845,892,2
3932,1738,690,1
3933,1710,682,1
3934,1645,757,3
3935,1700,827,2
3936,1687,801,2
3937,1810,930,3
3938,1722,760,2
3939,1788,950,3
3940,1784,691,2
3941,1780,811,2
3942,1777,847,3
3943,1746,730,2
3944,1775,791,2
3945,1774,963,3
3946,1735,1049,4
3947,1748,870,3
3948,1704,705,2
3949,1728,978,4
3950,1767,1039,4
3951,1719,969,4
3952,1878,783,2
3953,1703,836,3
3954,1726,694,2
3955,1703,958,4
3956,1701,945,3
3957,1788,807,3
3958,1797,912,3
3959,1772,850,2
3960,1657,744,2
3961,1786,980,3
3962,1743,926,3
3963,1751,843,3
3964,1698,782,2
3965,1722,969,4
3966,1663,869,3
3967,1813,956,3
3968,1784,876,3
3969,1854,892,2
3970,1653,609,1
3971,1700,796,3
3972,1960,981,3
3973,1734,742,2
3974,1737,955,3
3975,1838,952,2
3976,1699,848,3
3977,1805,871,3
3978,1830,1041,4
3979,1764,662,1
3980,1724,821,2
3981,1755,844,2
3982,1818,876,2
3983,1808,800,2
3984,1917,984,3
3985,1771,787,1
3986,1803,952,3
3987,1792,676,1
3988,1756,683,2
3989,1780,841,2
3990,1792,828,2
3991,1863,937,3
3992,1820,1060,4
3993,1798,869,2
3994,1913,853,2
3995,1691,753,2
3996,1822,933,3
3997,1718,849,3
3998,1789,957,3
3999,1674,755,2
4000,1692,773,3
4001,1804,735,2
4002,1800,849,2
4003,1862,1010,3
4004,1667,741,2
4005,1633,773,2
4006,1673,833,3
4007,1896,945,2
4008,1826,984,3
4009,1680,746,2
4010,1799,917,2
4011,1793,883,3
4012,1820,1016,3
4013,1788,670,1
4014,1708,726,2
4015,1872,1185,4
4016,1897,829,2
4017,1739,786,2
4018,1706,781,2
4019,1749,713,2
4020,1721,831,2
4021,1838,771,2
4022,1714,731,3
4023,1683,775,2
4024,1688,727,2
4025,1696,758,2
4026,1780,898,2
4027,1812,1346,5
4028,1748,870,3
4029,1670,670,2
4030,1811,847,2
4031,1781,1013,4
4032,1764,802,2
4033,1661,697,1
4034,1737,947,3
4035,1702,791,2
4036,1636,736,2
4037,1709,855,3
4038,1710,1036,3
4039,1669,759,2
4040,1790,932,3
4041,1792,955,3
4042,1696,661,2
4043,1784,936,3
4044,1767,865,3
4045,1666,784,2
4046,1721,724,2
4047,1644,737,2
4048,1724,838,3
4049,1646,792,3
4050,1771,700,2
4051,1781,886,3
4052,1700,703,2
4053,1780,750,2
4054,1758,953,3
4055,1818,785,2
4056,1703,980,3
4057,1706,717,2
4058,1726,642,2
4059,1763,784,2
4060,1652,734,2
4061,1805,1000,3
4062,1874,962,2
4063,1816,809,2
4064,1740,791,2
4065,1681,680,2
4066,1655,656,2
4067,1763,841,2
4068,1746,588,1
4069,1733,738,2
4070,1757,672,1
4071,1567,620,2
4072,1703,737,1
4073,1718,848,3
4074,1871,792,2
4075,1728,858,3
4076,1788,848,2
4077,1688,675,2
4078,1765,896,3
4079,1690,832,3
4080,1718,731,2
4081,1828,985,3
